交易唯一编号,客户名称,主体名称,账户类型,本方名称,本方账户,开户行,交易时间,对手名称,对手账户,收入金额,支出金额,交易金额,账户余额,虚拟账户余额,银行备注,账户方附言,收支方向,一级标签,二级标签,三级标签,标签来源,标签置信度,命中关键词,交易渠道,来源文件名,来源行号
TX000305,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-15 18:29:00,合肥中南光电,,162135.36,,162135.36,14260436.32,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,305
TX000306,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-17 08:06:00,北京诚栋集成房屋,,151070.23,,151070.23,14411506.55,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,306
TX000307,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-19 12:59:00,物流仓储乙,,,126715.73,-126715.73,14284790.82,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,307
TX000308,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-20 10:16:00,合肥中南光电,,311554.61,,311554.61,14596345.43,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,308
TX000309,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-20 09:01:00,燃油供应公司,,,58237.39,-58237.39,14538108.04,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,309
TX000310,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-23 09:55:00,报关行甲,,,126840.51,-126840.51,14411267.53,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,310
TX000311,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-23 09:16:00,报关行甲,,,231317.13,-231317.13,14179950.4,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,311
TX000312,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-24 14:11:00,中远海运,,,239540.81,-239540.81,13940409.59,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,312
TX000313,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-24 11:11:00,上海建工集团,,160946.22,,160946.22,14101355.81,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,313
TX000314,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-26 08:16:00,中远海运,,,226661.09,-226661.09,13874694.72,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,314
TX000315,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-26 08:12:00,报关行甲,,,23384.28,-23384.28,13851310.44,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,315
TX000316,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-27 13:23:00,报关行甲,,,191895.47,-191895.47,13659414.97,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,316
TX000317,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-27 15:15:00,北京诚栋集成房屋,,162493.6,,162493.6,13821908.57,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,317
TX000318,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-28 08:10:00,中远海运,,,122295.57,-122295.57,13699613.0,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,318
TX000319,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-29 10:49:00,江苏锦祺供应链,,349365.74,,349365.74,14048978.74,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,319
TX000320,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-30 15:21:00,报关行甲,,,212139.83,-212139.83,13836838.91,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,320
TX000321,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-30 10:21:00,上海建工集团,,201464.55,,201464.55,14038303.46,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,321
TX000322,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-30 10:28:00,北京诚栋集成房屋,,88491.07,,88491.07,14126794.53,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,322
TX000323,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-07-31 17:53:00,现金,,113767.65,,113767.65,14240562.18,,货款,,收,现金类,现金,现金存入,规则,0.9,,网银,sample.xlsx,323
TX000324,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-01 15:57:00,上海建工集团,,119055.41,,119055.41,14359617.59,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,324
TX000325,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-01 18:59:00,上海建工集团,,391876.27,,391876.27,14751493.86,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,325
TX000326,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-02 13:27:00,燃油供应公司,,,38605.39,-38605.39,14712888.47,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,326
TX000327,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-03 10:03:00,上海港务,,,33415.56,-33415.56,14679472.91,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,327
TX000328,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-03 15:51:00,燃油供应公司,,,44644.28,-44644.28,14634828.63,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,328
TX000329,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-04 16:18:00,合肥中南光电,,20730.75,,20730.75,14655559.38,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,329
TX000330,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-04 12:36:00,合肥中南光电,,35408.2,,35408.2,14690967.58,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,330
TX000331,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-05 10:12:00,上海建工集团,,218228.04,,218228.04,14909195.62,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,331
TX000332,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-08 18:51:00,上海港务,,,59447.66,-59447.66,14849747.96,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,332
TX000333,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-08 16:26:00,西轮国运代理,,96870.52,,96870.52,14946618.48,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,333
TX000334,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-08 12:53:00,中远海运,,,134430.2,-134430.2,14812188.28,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,334
TX000335,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-09 18:17:00,合肥中南光电,,365882.07,,365882.07,15178070.35,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,335
TX000336,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-09 10:44:00,江苏锦祺供应链,,336016.67,,336016.67,15514087.02,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,336
TX000337,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-09 15:33:00,江苏锦祺供应链,,346067.8,,346067.8,15860154.82,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,337
TX000338,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-12 17:48:00,燃油供应公司,,,196989.85,-196989.85,15663164.97,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,338
TX000339,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-12 15:28:00,燃油供应公司,,,219472.8,-219472.8,15443692.17,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,339
TX000340,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-14 09:19:00,北京诚栋集成房屋,,105005.61,,105005.61,15548697.78,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,340
TX000341,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-15 11:16:00,中远海运,,,14668.28,-14668.28,15534029.5,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,341
TX000342,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-15 11:44:00,江苏锦祺供应链,,261998.13,,261998.13,15796027.63,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,342
TX000343,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-16 09:29:00,现金,,292497.29,,292497.29,16088524.92,,货款,,收,现金类,现金,现金存入,规则,0.9,,网银,sample.xlsx,343
TX000344,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-16 09:25:00,江苏锦祺供应链,,309374.32,,309374.32,16397899.24,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,344
TX000345,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-16 10:42:00,物流仓储乙,,,152034.9,-152034.9,16245864.34,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,345
TX000346,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-17 18:24:00,现金,,,237566.66,-237566.66,16008297.68,,货款,,支,现金类,现金,现金取款,规则,0.9,,网银,sample.xlsx,346
TX000347,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-17 14:03:00,物流仓储乙,,,211533.45,-211533.45,15796764.23,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,347
TX000348,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-17 14:53:00,燃油供应公司,,,106169.63,-106169.63,15690594.6,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,348
TX000349,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-18 18:59:00,物流仓储乙,,,22852.76,-22852.76,15667741.84,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,349
TX000350,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-18 09:33:00,现金,,271984.99,,271984.99,15939726.83,,货款,,收,现金类,现金,现金存入,规则,0.9,,网银,sample.xlsx,350
TX000351,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-19 11:08:00,合肥中南光电,,96298.25,,96298.25,16036025.08,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,351
TX000352,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-20 08:02:00,报关行甲,,,161970.76,-161970.76,15874054.32,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,352
TX000353,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-20 12:40:00,物流仓储乙,,,73785.28,-73785.28,15800269.04,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,353
TX000354,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-20 16:00:00,北京诚栋集成房屋,,256077.96,,256077.96,16056347.0,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,354
TX000355,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-21 18:10:00,北京诚栋集成房屋,,129258.68,,129258.68,16185605.68,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,355
TX000356,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-21 12:05:00,江苏锦祺供应链,,384451.12,,384451.12,16570056.8,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,356
TX000357,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-21 16:08:00,江苏锦祺供应链,,374131.89,,374131.89,16944188.69,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,357
TX000358,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-22 09:47:00,物流仓储乙,,,79193.72,-79193.72,16864994.97,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,358
TX000359,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-22 18:24:00,合肥中南光电,,251781.99,,251781.99,17116776.96,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,359
TX000360,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-23 17:30:00,西轮国运代理,,195135.7,,195135.7,17311912.66,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,360
TX000361,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-24 16:34:00,中远海运,,,68141.07,-68141.07,17243771.59,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,361
TX000362,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-24 10:55:00,江苏锦祺供应链,,170652.66,,170652.66,17414424.25,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,362
TX000363,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-24 12:56:00,燃油供应公司,,,143596.77,-143596.77,17270827.48,,货款,,支,经营类,运营成本,采购支出,规则,0.9,,网银,sample.xlsx,363
TX000364,上海恒道国际物流,上海恒道国际物流,对公,上海恒道国际物流,622202***8888,工商银行,2024-08-25 13:28:00,北京诚栋集成房屋,,80255.34,,80255.34,17351082.82,,货款,,收,经营类,主营业务,销售收入,规则,0.9,,网银,sample.xlsx,364
